ExCluster_ID	GeneID	Coordinate	Species	Membership_score
GF_004518.001	FBgn0038735	chr3R:19850012-19850153:+	dm6	0.570
GF_004518.002	ENSG00000155970	chr8:17081693-17081740:+	hg38	0.600
GF_004518.002	ENSG00000165487	chr13:21522603-21522650:-	hg38	0.600
GF_004518.002	FBgn0038735	chr3R:19850764-19850811:+	dm6	0.860
GF_004518.003	ENSG00000155970	chr8:17085236-17085318:+	hg38	0.290
GF_004518.003	ENSG00000165487	chr13:21521245-21521327:-	hg38	0.570
GF_004518.003	FBgn0038735	chr3R:19850870-19850952:+	dm6	0.780
GF_004518.003	WBGene00008345	chrV:13555703-13555785:-	ce11	0.560
GF_004518.004	ENSG00000155970	chr8:17086964-17087035:+	hg38	0.290
GF_004518.004	FBgn0038735	chr3R:19851065-19851130:+	dm6	0.570
GF_004518.004	WBGene00008345	chrV:13555100-13555180:-	ce11	0.570
GF_004518.005	ENSG00000155970	chr8:17090546-17090584:+	hg38	0.200
GF_004518.005	FBgn0038735	chr3R:19851832-19851918:+	dm6	0.200
GF_004518.006	ENSG00000155970	chr8:17116443-17116600:+	hg38	0.200
GF_004518.006	ENSG00000165487	chr13:21495676-21495842:-	hg38	0.200
GF_004518.006	FBgn0038735	chr3R:19852483-19852640:+	dm6	0.290
GF_004518.007	ENSG00000155970	chr8:17118707-17118772:+	hg38	0.600
GF_004518.007	ENSG00000165487	chr13:21493252-21493353:-	hg38	0.200
GF_004518.007	FBgn0038735	chr3R:19853548-19853628:+	dm6	0.570
GF_004518.008	ENSG00000165487	chr13:21603939-21604148:-	hg38	0.600
GF_004518.008	FBgn0038735	chr3R:19847378-19847635:+	dm6	0.600
GF_004518.009	ENSG00000155970	chr8:17077783-17077861:+	hg38	0.200
GF_004518.009	ENSG00000165487	chr13:21539302-21539377:-	hg38	0.200
GF_004518.009	FBgn0038735	chr3R:19850209-19850319:+	dm6	0.290
GF_004518.010	FBgn0038735	chr3R:19851342-19851419:+	dm6	0.600
GF_004518.010	WBGene00008345	chrV:13554888-13554986:-	ce11	0.600
GF_004519.001	ENSG00000107745	chr10:72368198-72368355:-	hg38	0.330
GF_004519.001	FBgn0031893	chr2L:7185138-7185289:+	dm6	0.330
GF_004519.002	ENSG00000107745	chr10:72477170-72477256:-	hg38	0.330
GF_004519.002	FBgn0031893	chr2L:7184043-7184203:+	dm6	0.330
GF_004519.003	ENSG00000107745	chr10:72508155-72508269:-	hg38	1.000
GF_004519.003	FBgn0031893	chr2L:7183872-7183986:+	dm6	1.000
GF_004519.004	ENSG00000107745	chr10:72533746-72533789:-	hg38	1.000
GF_004519.004	FBgn0031893	chr2L:7183778-7183815:+	dm6	1.000
GF_004519.005	ENSG00000107745	chr10:72551179-72551341:-	hg38	0.800
GF_004519.005	FBgn0031893	chr2L:7183163-7183322:+	dm6	1.000
GF_004519.005	FBgn0031893	chr2L:7183503-7183665:+	dm6	0.330
GF_004519.006	ENSG00000107745	chr10:72562895-72563063:-	hg38	0.330
GF_004519.006	FBgn0031893	chr2L:7182707-7182899:+	dm6	0.330
GF_004519.007	ENSG00000107745	chr10:72566633-72566793:-	hg38	0.330
GF_004519.007	FBgn0031893	chr2L:7182347-7182639:+	dm6	0.330
GF_004520.001	ENSG00000115084	chr2:113717778-113717850:-	hg38	0.200
GF_004520.001	FBgn0034032	chr2R:15563167-15563212:-	dm6	0.200
GF_004520.002	ENSG00000115084	chr2:113746277-113746339:-	hg38	0.200
GF_004520.002	FBgn0034032	chr2R:15564411-15564464:-	dm6	0.200
GF_004520.003	ENSG00000115084	chr2:113750425-113750568:-	hg38	0.600
GF_004520.003	FBgn0034032	chr2R:15564521-15564661:-	dm6	0.600
GF_004520.004	AT4G32140	chr4:15525115-15525195:-	araTha10	0.220
GF_004520.004	ENSG00000115084	chr2:113755165-113755306:-	hg38	0.110
GF_004520.004	FBgn0034032	chr2R:15564722-15564811:-	dm6	0.330
GF_004520.004	WBGene00015009	chrI:4650592-4650702:-	ce11	0.220
GF_004521.001	ENSG00000156467	chr8:96231058-96231132:-	hg38	0.600
GF_004521.001	WBGene00020181	chrII:700631-700732:-	ce11	0.600
GF_004521.002	AT5G25450	chr5:8857781-8857846:+	araTha10	0.200
GF_004521.002	ENSG00000156467	chr8:96231556-96231621:-	hg38	0.200
GF_004521.003	AT5G25450	chr5:8857211-8857368:+	araTha10	0.290
GF_004521.003	ENSG00000156467	chr8:96231774-96231935:-	hg38	0.140
GF_004521.003	FBgn0030733	chrX:16286676-16286920:+	dm6	0.140
GF_004521.004	ENSG00000156467	chr8:96233156-96233227:-	hg38	0.200
GF_004521.004	FBgn0030733	chrX:16286565-16286612:+	dm6	0.200
GF_004521.005	ENSG00000156467	chr8:96235512-96235530:-	hg38	0.200
GF_004521.005	FBgn0030733	chrX:16286410-16286449:+	dm6	0.200
GF_004523.001	ENSG00000115145	chr2:152175603-152175642:-	hg38	0.750
GF_004523.001	ENSG00000136738	chr10:17644340-17644379:+	hg38	0.250
GF_004523.001	FBgn0027363	chr2L:10858835-10858877:+	dm6	0.670
GF_004524.001	AT4G33060	chr4:15949155-15949256:+	araTha10	0.750
GF_004524.001	ENSG00000153015	chr5:64785481-64785579:+	hg38	0.750
GF_004524.002	AT4G33060	chr4:15949399-15949499:+	araTha10	0.750
GF_004524.002	ENSG00000153015	chr5:64786524-64786627:+	hg38	0.750
GF_004524.003	AT4G33060	chr4:15949596-15949737:+	araTha10	0.250
GF_004524.003	ENSG00000153015	chr5:64788951-64789020:+	hg38	0.250
GF_004524.004	ENSG00000153015	chr5:64769147-64769188:+	hg38	0.750
GF_004524.004	WBGene00000892	chrII:12036694-12036735:-	ce11	0.750
GF_004525.001	AT4G33090	chr4:15965918-15966094:-	araTha10	0.330
GF_004525.001	ENSG00000141279	chr17:47621768-47621917:+	hg38	0.330
GF_004525.002	AT4G33090	chr4:15966191-15966346:-	araTha10	0.330
GF_004525.002	ENSG00000141279	chr17:47619009-47619164:+	hg38	0.330
GF_004525.003	AT4G33090	chr4:15968197-15968310:-	araTha10	0.330
GF_004525.003	ENSG00000141279	chr17:47591956-47592060:+	hg38	0.330
GF_004526.001	ENSG00000183258	chr5:177514701-177514837:-	hg38	1.000
GF_004526.001	WBGene00019245	chrI:6852622-6852758:+	ce11	1.000
GF_004526.002	ENSG00000183258	chr5:177514916-177515069:-	hg38	0.330
GF_004526.002	WBGene00019245	chrI:6852351-6852504:+	ce11	0.330
GF_004526.003	ENSG00000183258	chr5:177516288-177516447:-	hg38	0.330
GF_004526.003	WBGene00019245	chrI:6851595-6851754:+	ce11	0.330
GF_004526.004	ENSG00000183258	chr5:177516725-177516916:-	hg38	0.330
GF_004526.004	WBGene00019245	chrI:6851381-6851548:+	ce11	0.330
GF_004527.001	ENSG00000157837	chr12:120765002-120765070:-	hg38	1.000
GF_004527.001	FBgn0039381	chr3R:25887298-25887363:+	dm6	1.000
GF_004527.002	ENSG00000157837	chr12:120784474-120784525:-	hg38	0.330
GF_004527.002	FBgn0039381	chr3R:25885895-25886020:+	dm6	0.330
GF_004529.001	AT4G33760	chr4:16189288-16189454:-	araTha10	1.000
GF_004529.001	ENSG00000117593	chr1:173857518-173857702:+	hg38	1.000
GF_004529.002	AT4G33760	chr4:16189702-16189759:-	araTha10	1.000
GF_004529.002	ENSG00000117593	chr1:173856666-173856741:+	hg38	1.000
GF_004530.001	AT5G56130	chr5:22725000-22725065:-	araTha10	0.570
GF_004530.001	FBgn0037569	chr3R:8308486-8308575:-	dm6	0.290
GF_004530.001	WBGene00009341	chrI:8971139-8971243:+	ce11	0.570
GF_004530.002	AT5G56130	chr5:22723120-22723198:-	araTha10	0.140
GF_004530.002	ENSG00000051596	chr5:175960962-175961151:-	hg38	0.290
GF_004530.002	WBGene00009341	chrI:8972713-8972959:+	ce11	0.140
GF_004530.003	AT5G56130	chr5:22723283-22723369:-	araTha10	0.140
GF_004530.003	ENSG00000051596	chr5:175961273-175961324:-	hg38	0.290
GF_004530.003	WBGene00009341	chrI:8971887-8972158:+	ce11	0.140
GF_004531.001	ENSG00000122335	chr6:158111369-158111502:-	hg38	0.750
GF_004531.001	FBgn0039430	chr3R:26469284-26469399:+	dm6	0.750
GF_004531.002	ENSG00000122335	chr6:158113449-158113592:-	hg38	0.250
GF_004531.002	FBgn0039430	chr3R:26468857-26469003:+	dm6	0.250
GF_004531.003	ENSG00000122335	chr6:158158273-158158363:-	hg38	0.250
GF_004531.003	WBGene00008925	chrX:13105380-13105519:+	ce11	0.250
GF_004533.001	ENSG00000165591	chrX:57286826-57287017:+	hg38	0.620
GF_004533.001	FBgn0033717	chr2R:12341488-12341670:-	dm6	0.430
GF_004533.001	FBgn0037547	chr3R:8087542-8087712:+	dm6	0.430
GF_004533.001	FBgn0037548	chr3R:8094149-8094328:+	dm6	0.140
GF_004533.001	FBgn0038803	chr3R:20566445-20566609:+	dm6	0.140
GF_004533.002	FBgn0033717	chr2R:12339896-12340504:-	dm6	0.140
GF_004533.002	WBGene00013164	chrII:15064694-15064968:-	ce11	0.140
GF_004533.003	ENSG00000165591	chrX:57310593-57310729:+	hg38	0.220
GF_004533.003	FBgn0033717	chr2R:12341210-12341429:-	dm6	0.140
GF_004533.003	FBgn0037547	chr3R:8087786-8088011:+	dm6	0.140
GF_004534.001	ENSG00000136271	chr7:44573836-44573895:-	hg38	0.330
GF_004534.001	FBgn0001565	chrX:21387786-21387851:-	dm6	0.170
GF_004534.001	WBGene00016073	chrII:411484-411595:+	ce11	0.170
GF_004535.001	AT4G35520	chr4:16871021-16871093:+	araTha10	0.330
GF_004535.001	ENSG00000119684	chr14:75022814-75022892:-	hg38	0.330
GF_004536.001	ENSG00000108469	chr17:75627425-75627522:-	hg38	0.250
GF_004536.001	FBgn0027375	chr3L:14628304-14628404:-	dm6	0.250
GF_004536.002	ENSG00000108469	chr17:75628397-75628442:-	hg38	0.250
GF_004536.002	WBGene00004322	chrIII:4052938-4053036:-	ce11	0.250
GF_004536.003	ENSG00000108469	chr17:75631457-75631668:-	hg38	0.250
GF_004536.003	WBGene00004322	chrIII:4054327-4054444:-	ce11	0.250
GF_004536.004	ENSG00000108469	chr17:75651186-75651265:-	hg38	0.750
GF_004536.004	WBGene00004322	chrIII:4054793-4054890:-	ce11	0.750
GF_004536.005	ENSG00000108469	chr17:75658298-75658460:-	hg38	0.250
GF_004536.005	WBGene00004322	chrIII:4054943-4055111:-	ce11	0.250
GF_004536.006	ENSG00000108469	chr17:75666428-75666557:-	hg38	0.750
GF_004536.006	FBgn0027375	chr3L:14631881-14631983:-	dm6	0.750
GF_004537.001	AT4G35800	chr4:16965959-16966100:-	araTha10	0.600
GF_004537.001	ENSG00000181222	chr17:7498078-7498210:+	hg38	0.600
GF_004537.002	AT4G35800	chr4:16966175-16966395:-	araTha10	0.600
GF_004537.002	ENSG00000181222	chr17:7497650-7497870:+	hg38	0.600
GF_004537.003	AT4G35800	chr4:16966478-16966639:-	araTha10	0.600
GF_004537.003	ENSG00000181222	chr17:7497356-7497517:+	hg38	0.600
GF_004537.004	AT4G35800	chr4:16967355-16967618:-	araTha10	0.200
GF_004537.004	ENSG00000181222	chr17:7496210-7496346:+	hg38	0.200
GF_004537.005	AT4G35800	chr4:16967809-16967892:-	araTha10	1.000
GF_004537.005	ENSG00000181222	chr17:7484765-7484857:+	hg38	1.000
GF_004537.005	FBgn0003277	chrX:11569886-11569966:-	dm6	1.000
GF_004537.005	WBGene00000123	chrIV:4248188-4248271:+	ce11	1.000
GF_004538.001	AT5G21160	chr5:7203628-7203879:-	araTha10	0.100
GF_004538.001	FBgn0035424	chr3L:3228092-3228466:+	dm6	0.100
GF_004538.002	AT4G35890	chr4:16998987-16999119:+	araTha10	0.060
GF_004538.002	AT5G21160	chr5:7202512-7202671:-	araTha10	0.250
GF_004538.002	AT5G66100	chr5:26428840-26428984:+	araTha10	0.060
GF_004538.002	ENSG00000138709	chr4:128091347-128091512:+	hg38	0.170
GF_004538.002	ENSG00000155506	chr5:154794100-154794262:+	hg38	0.170
GF_004538.002	FBgn0261618	chr3R:28323649-28323734:-	dm6	0.150
GF_004538.002	WBGene00004147	chrI:3737290-3737450:-	ce11	0.050
GF_004538.003	AT5G21160	chr5:7202307-7202397:-	araTha10	0.070
GF_004538.003	AT5G66100	chr5:26429117-26429207:+	araTha10	0.070
GF_004538.003	ENSG00000161813	chr12:50435488-50435599:+	hg38	0.380
GF_004538.003	FBgn0035424	chr3L:3227775-3228024:+	dm6	0.060
GF_004538.003	WBGene00004147	chrI:3736557-3736693:-	ce11	0.190
GF_004538.004	ENSG00000161813	chr12:50437735-50437838:+	hg38	0.300
GF_004538.004	WBGene00004147	chrI:3736396-3736496:-	ce11	0.300
GF_004541.001	ENSG00000180902	chr2:241735225-241735516:+	hg38	0.750
GF_004541.001	WBGene00010055	chrII:11540438-11540630:-	ce11	0.750
GF_004541.002	AT4G36400	chr4:17199821-17199926:+	araTha10	0.250
GF_004541.002	ENSG00000180902	chr2:241755849-241756014:+	hg38	0.250
GF_004542.001	AT4G36480	chr4:17219035-17219126:+	araTha10	0.570
GF_004542.001	ENSG00000090054	chr9:92108740-92108834:-	hg38	0.570
GF_004542.001	WBGene00016020	chrII:51731-51882:+	ce11	0.290
GF_004542.002	AT4G36480	chr4:17219207-17219300:+	araTha10	0.600
GF_004542.002	ENSG00000090054	chr9:92080870-92080963:-	hg38	0.600
GF_004542.003	AT4G36480	chr4:17219379-17219451:+	araTha10	0.600
GF_004542.003	ENSG00000090054	chr9:92080016-92080088:-	hg38	0.600
GF_004542.004	AT4G36480	chr4:17220951-17221121:+	araTha10	0.200
GF_004542.004	FBgn0086532	chr2R:13170317-13170478:+	dm6	0.200
GF_004542.005	ENSG00000090054	chr9:92032468-92032558:-	hg38	0.200
GF_004542.005	WBGene00016020	chrII:57338-57422:+	ce11	0.200
GF_004542.006	AT4G36480	chr4:17220320-17220415:+	araTha10	0.200
GF_004542.006	ENSG00000090054	chr9:92047613-92047708:-	hg38	0.200
GF_004542.007	AT4G36480	chr4:17219546-17219678:+	araTha10	0.200
GF_004542.007	ENSG00000090054	chr9:92067966-92068098:-	hg38	0.200
GF_004543.001	AT4G37930	chr4:17831894-17832039:-	araTha10	0.430
GF_004543.001	AT5G26780	chr5:9421577-9421722:+	araTha10	0.430
GF_004543.001	ENSG00000182199	chr12:57234234-57234358:+	hg38	0.670
GF_004543.002	AT4G37930	chr4:17832123-17832233:-	araTha10	0.430
GF_004543.002	AT5G26780	chr5:9421382-9421492:+	araTha10	0.430
GF_004543.002	ENSG00000182199	chr12:57234003-57234110:+	hg38	0.670
GF_004543.003	AT4G37930	chr4:17834656-17834742:-	araTha10	0.430
GF_004543.003	WBGene00003214	chrIII:6442753-6442815:-	ce11	0.430
GF_004543.004	ENSG00000176974	chr17:18328753-18328919:-	hg38	0.430
GF_004543.004	WBGene00003214	chrIII:6440265-6440428:-	ce11	0.430
GF_004543.005	AT4G37930	chr4:17833639-17833763:-	araTha10	0.220
GF_004543.005	AT5G26780	chr5:9419154-9419278:+	araTha10	0.220
GF_004543.005	ENSG00000176974	chr17:18347514-18347656:-	hg38	0.220
GF_004543.005	ENSG00000182199	chr12:57231713-57231890:+	hg38	0.220
GF_004543.006	AT4G37930	chr4:17833843-17833919:-	araTha10	0.140
GF_004543.006	AT5G26780	chr5:9418984-9419060:+	araTha10	0.140
GF_004543.006	ENSG00000176974	chr17:18348325-18348440:-	hg38	0.220
GF_004543.007	AT5G26780	chr5:9418604-9418690:+	araTha10	0.140
GF_004543.007	ENSG00000182199	chr12:57230833-57231000:+	hg38	0.140
GF_004543.008	AT4G37930	chr4:17834024-17834145:-	araTha10	0.110
GF_004543.008	AT5G26780	chr5:9418782-9418903:+	araTha10	0.220
GF_004543.008	ENSG00000182199	chr12:57231481-57231560:+	hg38	0.090
GF_004543.008	FBgn0029823	chrX:5914581-5914777:-	dm6	0.180
GF_004543.009	AT4G37930	chr4:17833282-17833374:-	araTha10	0.140
GF_004543.009	AT5G26780	chr5:9419660-9419752:+	araTha10	0.140
GF_004543.009	ENSG00000182199	chr12:57232461-57232575:+	hg38	0.220
GF_004543.010	AT4G37930	chr4:17833006-17833203:-	araTha10	0.140
GF_004543.010	AT5G26780	chr5:9419834-9420031:+	araTha10	0.140
GF_004543.010	ENSG00000182199	chr12:57232704-57232822:+	hg38	0.220
GF_004543.011	AT4G37930	chr4:17834241-17834327:-	araTha10	0.140
GF_004543.011	WBGene00003214	chrIII:6441736-6441861:-	ce11	0.140
GF_004544.001	ENSG00000116478	chr1:32292170-32292218:+	hg38	0.500
GF_004544.001	ENSG00000196591	chr6:113970857-113970908:-	hg38	0.500
GF_004544.001	FBgn0015805	chr3L:4626940-4626982:+	dm6	0.750
GF_004544.002	ENSG00000116478	chr1:32302621-32302733:+	hg38	0.300
GF_004544.002	ENSG00000196591	chr6:113959906-113959980:-	hg38	0.300
GF_004544.002	FBgn0015805	chr3L:4627420-4627532:+	dm6	0.330
GF_004544.002	WBGene00001834	chrV:14525408-14525581:+	ce11	0.300
GF_004544.002	WBGene00001836	chrI:11917554-11917712:-	ce11	0.300
GF_004544.003	ENSG00000116478	chr1:32316665-32316782:+	hg38	0.170
GF_004544.003	ENSG00000196591	chr6:113958649-113958766:-	hg38	0.170
GF_004544.003	WBGene00001834	chrV:14525628-14525745:+	ce11	0.250
GF_004544.004	ENSG00000116478	chr1:32330768-32330908:+	hg38	0.170
GF_004544.004	ENSG00000196591	chr6:113946008-113946148:-	hg38	0.170
GF_004544.004	WBGene00001836	chrI:11913658-11913798:-	ce11	0.250
GF_004545.001	AT4G38240	chr4:17933452-17933521:-	araTha10	0.500
GF_004545.001	WBGene00001637	chrX:7486973-7487051:+	ce11	0.500
GF_004545.002	AT4G38240	chr4:17932009-17932122:-	araTha10	0.200
GF_004545.002	FBgn0034521	chr2R:20560043-20560153:-	dm6	0.500
GF_004545.002	WBGene00001637	chrX:7488440-7488624:+	ce11	0.120
GF_004545.002	WBGene00001639	chrIII:3490422-3490532:-	ce11	0.500
GF_004545.003	FBgn0034521	chr2R:20560207-20560294:-	dm6	0.500
GF_004545.003	WBGene00001639	chrIII:3490618-3490687:-	ce11	0.500
GF_004545.004	FBgn0034521	chr2R:20560353-20560435:-	dm6	0.500
GF_004545.004	WBGene00001639	chrIII:3490741-3490850:-	ce11	0.500
GF_004545.005	FBgn0034521	chr2R:20560493-20560583:-	dm6	0.500
GF_004545.005	WBGene00001638	chrX:9294805-9294895:-	ce11	0.170
GF_004545.005	WBGene00001639	chrIII:3491082-3491172:-	ce11	0.500
GF_004546.001	ENSG00000153827	chr2:229777315-229777479:-	hg38	0.330
GF_004546.001	FBgn0260794	chr3R:4788681-4788869:-	dm6	0.330
GF_004548.001	AT4G39280	chr4:18282643-18282739:-	araTha10	0.670
GF_004548.001	ENSG00000179115	chr19:12924904-12925003:-	hg38	0.500
GF_004548.001	WBGene00001497	chrI:6212996-6213180:-	ce11	0.170
GF_004548.002	AT4G39280	chr4:18282822-18282906:-	araTha10	0.750
GF_004548.002	ENSG00000179115	chr19:12925090-12925174:-	hg38	0.750
GF_004548.003	AT4G39280	chr4:18283671-18283763:-	araTha10	0.330
GF_004548.003	ENSG00000179115	chr19:12928755-12928847:-	hg38	0.330
GF_004548.003	WBGene00001497	chrI:6213524-6213616:-	ce11	0.330
GF_004548.004	AT4G39280	chr4:18284170-18284259:-	araTha10	0.170
GF_004548.004	ENSG00000179115	chr19:12930307-12930527:-	hg38	0.330
GF_004548.004	WBGene00001497	chrI:6213667-6213866:-	ce11	0.170
GF_004548.005	AT4G39280	chr4:18284353-18284478:-	araTha10	0.500
GF_004548.005	ENSG00000179115	chr19:12930612-12930749:-	hg38	0.670
GF_004548.005	WBGene00001497	chrI:6213913-6214215:-	ce11	0.170
GF_004548.006	AT4G39280	chr4:18284685-18284831:-	araTha10	0.750
GF_004548.006	ENSG00000179115	chr19:12933550-12933696:-	hg38	0.750
GF_004548.007	AT4G39280	chr4:18281792-18281846:-	araTha10	0.250
GF_004548.007	ENSG00000179115	chr19:12922751-12922886:-	hg38	0.250
GF_004548.008	AT4G39280	chr4:18282463-18282559:-	araTha10	0.250
GF_004548.008	ENSG00000179115	chr19:12924639-12924807:-	hg38	0.250
GF_004548.009	AT4G39280	chr4:18283028-18283104:-	araTha10	0.250
GF_004548.009	ENSG00000179115	chr19:12928342-12928457:-	hg38	0.250
GF_004548.010	AT4G39280	chr4:18283496-18283580:-	araTha10	0.250
GF_004548.010	ENSG00000179115	chr19:12928535-12928663:-	hg38	0.250
GF_004549.001	ENSG00000004864	chr7:96184277-96184435:-	hg38	0.330
GF_004549.001	FBgn0028646	chr3R:30447230-30447348:-	dm6	0.330
GF_004550.001	ENSG00000178537	chr3:48898690-48898794:-	hg38	0.330
GF_004550.001	FBgn0031881	chr2L:7027811-7027927:+	dm6	0.330
GF_004551.001	AT4G39520	chr4:18373754-18373807:-	araTha10	0.600
GF_004551.001	WBGene00012126	chrIII:11342933-11342986:-	ce11	0.600
GF_004551.002	AT4G39520	chr4:18373959-18374000:-	araTha10	1.000
GF_004551.002	ENSG00000185721	chr22:31399684-31399725:+	hg38	0.780
GF_004551.002	FBgn0010339	chr2R:12037423-12037464:+	dm6	1.000
GF_004551.002	WBGene00012126	chrIII:11343040-11343078:-	ce11	0.780
GF_004551.003	ENSG00000185721	chr22:31400620-31400743:+	hg38	0.200
GF_004551.003	FBgn0010339	chr2R:12037597-12037717:+	dm6	0.200
GF_004551.004	ENSG00000185721	chr22:31411012-31411081:+	hg38	0.200
GF_004551.004	WBGene00012126	chrIII:11330790-11330874:-	ce11	0.200
GF_004551.005	ENSG00000185721	chr22:31427060-31427182:+	hg38	0.200
GF_004551.005	WBGene00012126	chrIII:11327851-11327973:-	ce11	0.200
GF_004551.006	AT4G39520	chr4:18371486-18371537:-	araTha10	0.220
GF_004551.006	ENSG00000185721	chr22:31433872-31433968:+	hg38	0.330
GF_004551.006	FBgn0010339	chr2R:12038677-12038776:+	dm6	0.330
GF_004551.006	WBGene00012126	chrIII:11326821-11326916:-	ce11	0.220
GF_004552.001	ENSG00000101986	chrX:153725822-153726166:+	hg38	0.230
GF_004552.001	ENSG00000173208	chr12:39618677-39619615:-	hg38	0.080
GF_004552.001	FBgn0039890	chr4:187997-188169:-	dm6	0.080
GF_004552.001	FBgn0039890	chr4:188578-189179:-	dm6	0.150
GF_004552.001	WBGene00004061	chrIV:17404320-17404548:-	ce11	0.070
GF_004552.002	ENSG00000101986	chrX:153729232-153729412:+	hg38	0.330
GF_004552.002	ENSG00000173208	chr12:39616988-39617168:-	hg38	0.110
GF_004552.002	WBGene00004061	chrIV:17404093-17404273:-	ce11	0.360
GF_004552.003	ENSG00000101986	chrX:153737157-153737251:+	hg38	0.110
GF_004552.003	ENSG00000173208	chr12:39603912-39604006:-	hg38	0.330
GF_004552.003	WBGene00004061	chrIV:17403617-17403714:-	ce11	0.360
GF_004552.004	ENSG00000101986	chrX:153743221-153743346:+	hg38	0.550
GF_004552.004	ENSG00000173208	chr12:39573716-39573841:-	hg38	0.550
GF_004552.004	FBgn0039890	chr4:184670-184795:-	dm6	0.690
GF_004552.004	WBGene00004061	chrIV:17402918-17403043:-	ce11	0.690
GF_004552.005	ENSG00000101986	chrX:153743489-153743732:+	hg38	0.550
GF_004552.005	ENSG00000173208	chr12:39553915-39554131:-	hg38	0.550
GF_004552.005	FBgn0039890	chr4:184518-184614:-	dm6	0.690
GF_004552.005	WBGene00004061	chrIV:17402580-17402808:-	ce11	0.690
GF_004552.006	ENSG00000117528	chr1:94473766-94473835:+	hg38	0.110
GF_004552.006	WBGene00004058	chrII:6882878-6882974:-	ce11	0.110
GF_004552.007	ENSG00000117528	chr1:94475143-94475240:+	hg38	0.380
GF_004552.007	FBgn0031069	chrX:19756871-19756968:+	dm6	0.310
GF_004552.007	WBGene00004058	chrII:6882715-6882785:-	ce11	0.180
GF_004552.007	WBGene00004059	chrII:6886656-6886823:-	ce11	0.090
GF_004552.008	ENSG00000117528	chr1:94475614-94475737:+	hg38	0.330
GF_004552.008	WBGene00004059	chrII:6886483-6886606:-	ce11	0.330
GF_004552.009	ENSG00000117528	chr1:94418479-94418588:+	hg38	0.080
GF_004552.009	FBgn0031069	chrX:19751434-19751546:+	dm6	0.230
GF_004552.009	WBGene00004058	chrII:6883616-6883737:-	ce11	0.090
GF_004552.009	WBGene00004059	chrII:6887585-6887706:-	ce11	0.090
GF_004552.010	ENSG00000117528	chr1:94467919-94468007:+	hg38	0.110
GF_004552.010	WBGene00004059	chrII:6886884-6887105:-	ce11	0.110
GF_004552.011	ENSG00000173208	chr12:39604762-39604930:-	hg38	0.110
GF_004552.011	WBGene00004061	chrIV:17403768-17404046:-	ce11	0.110
GF_004553.001	AT5G01160	chr5:54959-55724:+	araTha10	1.000
GF_004553.001	ENSG00000105879	chr7:107758143-107759175:+	hg38	1.000
GF_004553.002	AT5G01160	chr5:54657-54715:+	araTha10	0.330
GF_004553.002	ENSG00000105879	chr7:107755418-107755491:+	hg38	0.330
GF_004554.001	AT5G01230	chr5:92792-93009:-	araTha10	0.200
GF_004554.001	ENSG00000068438	chrX:48482409-48482506:+	hg38	0.200
GF_004554.002	AT5G01230	chr5:93289-93396:-	araTha10	0.200
GF_004554.002	ENSG00000068438	chrX:48481632-48481715:+	hg38	0.200
GF_004554.003	AT5G01230	chr5:93949-94001:-	araTha10	0.200
GF_004554.003	ENSG00000068438	chrX:48481151-48481203:+	hg38	0.200
GF_004554.004	AT5G01230	chr5:94948-94997:-	araTha10	0.200
GF_004554.004	ENSG00000068438	chrX:48478449-48478518:+	hg38	0.200
GF_004554.005	AT5G01230	chr5:95155-95248:-	araTha10	0.330
GF_004554.005	ENSG00000068438	chrX:48478048-48478168:+	hg38	0.560
GF_004554.005	FBgn0038471	chr3R:17040847-17040967:+	dm6	0.290
GF_004554.005	FBgn0038861	chr3R:21133705-21133825:-	dm6	0.570
GF_004554.006	ENSG00000068438	chrX:48482597-48482794:+	hg38	0.200
GF_004554.006	FBgn0038861	chr3R:21132756-21132944:-	dm6	0.200
GF_004555.001	ENSG00000100075	chr22:19176133-19176244:-	hg38	0.200
GF_004555.001	WBGene00010780	chrIII:9853149-9853263:+	ce11	0.200
GF_004555.002	FBgn0037912	chr3R:11560168-11560792:-	dm6	0.200
GF_004555.002	WBGene00010780	chrIII:9852578-9853096:+	ce11	0.200
GF_004555.003	ENSG00000100075	chr22:19178133-19178240:-	hg38	0.110
GF_004555.003	FBgn0037912	chr3R:11560852-11561177:-	dm6	0.220
GF_004555.003	WBGene00010780	chrIII:9851966-9852235:+	ce11	0.140
GF_004555.003	WBGene00021345	chrIII:5784875-5785134:-	ce11	0.290
GF_004555.004	ENSG00000100075	chr22:19177727-19177865:-	hg38	0.200
GF_004555.004	WBGene00021345	chrIII:5784417-5784531:-	ce11	0.200
GF_004557.001	AT5G02280	chr5:469933-470126:+	araTha10	0.600
GF_004557.001	WBGene00018088	chrV:9401555-9401757:+	ce11	0.600
GF_004557.002	ENSG00000196655	chr11:119018796-119018970:+	hg38	0.570
GF_004557.002	FBgn0260861	chr2L:8686318-8686492:+	dm6	0.430
GF_004557.002	WBGene00018088	chrV:9400460-9400563:+	ce11	0.140
GF_004558.001	ENSG00000024048	chr6:42663258-42663419:+	hg38	0.250
GF_004558.001	ENSG00000159459	chr15:43002555-43002704:-	hg38	0.250
GF_004558.001	WBGene00016326	chrI:3811461-3811631:-	ce11	0.330
GF_004559.001	AT5G02370	chr5:505406-505505:+	araTha10	0.250
GF_004559.001	ENSG00000079616	chr16:29790760-29790829:+	hg38	0.250
GF_004559.002	AT5G02370	chr5:505586-505803:+	araTha10	0.250
